phrase,frequency
kathy,6
banks,6
brent,6
mo objective storyboard,6
mo objective storyboard artist,6
sabrina,6
haley,6
wheeler,6
foster,6
ball,6
leah,6
ian,6
rios,6
carrie,6
group skills cold,6
group skills cold reading,6
walter,6
beth,6
stacey,6
grey eyes hazel,6
hair grey eyes hazel,6
grey eyes hazel objective,6
skills leadership scheduling,6
deliverables skills leadership scheduling,6
skills leadership scheduling budgeting,6
chavez,6
nv objective resourceful,6
nv objective resourceful producer,6
jenkins,6
tina,6
lane,6
marcus,6
henderson,6
preston,6
reading on-camera,6
cold reading on-camera,6
reading on-camera auditions,6
skills cold reading on-camera,6
cold reading on-camera auditions,6
reading on-camera auditions singing/dancing,6
sherry,6
wv objective cinematographer,6
wv objective cinematographer crafting,6
bailey,6
navarro,6
andrews,6
emma,6
laurie,6
chen,6
corey,6
jacobs,6
natalie,6
luis,6
ruiz,6
brooks,6
fox,6
ar objective costume,6
ar objective costume designer,6
maxwell,6
parks,6
diana,6
barnes,6
kennedy,6
rich,6
schmidt,6
vanessa,6
wallace,6
ri objective foley,6
ri objective foley artist,6
ltd oversaw,6
ltd oversaw rehearsals,6
ltd oversaw rehearsals coverage,6
hunter,6
pr objective pa,6
pr objective pa supporting,6
ross,6
pena,6
marshall,6
michele,6
johnston,6
ut objective makeup,6
ut objective makeup artist,6
red eyes hazel,6
hair red eyes hazel,6
red eyes hazel objective,6
cindy,6
id objective lighting,6
id objective lighting technician,6
olsen,6
cruz,6
kim,6
plc skills,6
knight,6
warren,6
edgar,6
nj objective set,6
nj objective set decorator,6
az objective colorist,6
az objective colorist shaping,6
frazier,6
porter,6
lyons,6
carol,6
farmer,6
raymond,6
lance,6
gibson,6
cheryl,6
zero,6
griffith,6
shelby,6
mason,6
director job,6
director feature,6
director to,6
director job description,6
director feature film,6
director to contribute,6
director job description template,6
director feature film short,6
director to contribute to,6
supervisor job,6
supervisor feature,6
supervisor to,6
supervisor tasks,6
supervisor expertise,6
supervisor job description,6
supervisor feature film,6
supervisor to contribute,6
supervisor tasks to,6
supervisor expertise with,6
supervisor job description template,6
supervisor feature film short,6
supervisor to contribute to,6
supervisor tasks to a,6
supervisor expertise with portfolio,6
paula,5
la objective resourceful,5
la objective resourceful producer,5
az objective certified,5
az objective certified drone,5
wi objective post,5
wi objective post supervisor,5
ia objective editor,5
ia objective editor focused,5
goodwin,5
booth,5
olivia,5
vazquez,5
mendoza,5
carolyn,5
philip,5
willis,5
ut objective grip,5
ut objective grip executing,5
ca objective sound,5
ca objective sound designer,5
franco,5
fischer,5
wa objective colorist,5
wa objective colorist shaping,5
reading dialects/languages improvisation singing/dancing,5
valerie,5
ford,5
crawford,5
functionalities,5
ak objective location,5
ak objective location manager,5
wa objective screenwriter,5
wa objective screenwriter delivering,5
jerry,5
hart,5
tonya,5
llc skills,5
llc skills cold,5
llc skills cold reading,5
gina,5
ok objective grip,5
ok objective grip executing,5
stanley,5
jasmine,5
savannah,5
fleming,5
fitzpatrick,5
vasquez,5
cody,5
fm objective foley,5
fm objective foley artist,5
nh objective makeup,5
nh objective makeup artist,5
gabriel,5
estrada,5
hayes,5
wood,5
duncan,5
ri objective pa,5
ri objective pa supporting,5
la objective lighting,5
la objective lighting technician,5
blonde eyes brown,5
hair blonde eyes brown,5
blonde eyes brown objective,5
page,5
repurpose,5
feature/short repurpose,5
directed feature/short repurpose,5
experience directed feature/short repurpose,5
cameron,5
alison,5
lynch,5
ga objective sound,5
ga objective sound designer,5
carla,5
tn objective post,5
tn objective post supervisor,5
pr objective collaborative,5
pr objective collaborative director,5
fl objective upm,5
fl objective upm overseeing,5
holt,5
greene,5
ok objective post,5
ok objective post supervisor,5
sc objective pa,5
sc objective pa supporting,5
jennings,5
christian,5
alex,5
harrison,5
brewer,5
haynes,5
weber,5
il objective ad,5
il objective ad maintaining,5
erica,5
hi objective cinematographer,5
hi objective cinematographer crafting,5
anne,5
riley,5
cohen,5
brett,5
pr objective editor,5
pr objective editor focused,5
ca objective music,5
ca objective music supervisor,5
kara,5
little,5
wireless,5
tx objective post,5
tx objective post supervisor,5
sc objective cinematographer,5
sc objective cinematographer crafting,5
pw objective music,5
pw objective music supervisor,5
wanda,5
natasha,5
cortez,5
madison,5
sd objective gaffer,5
sd objective gaffer leading,5
perry,5
collins,5
peck,5
stone,5
graham,5
dennis,5
stevens,5
ri objective grip,5
ri objective grip executing,5
value-added,5
wy objective ad,5
wy objective ad maintaining,5
red eyes brown,5
hair red eyes brown,5
red eyes brown objective,5
robbins,5
kayla,5
nm objective art,5
nm objective art director,5
quinn,5
randy,5
baker,5
dean,5
nathaniel,5
connor,5
mi objective sound,5
mi objective sound designer,5
delgado,5
erika,5
gary,5
nv objective production,5
nv objective production designer,5
fisher,5
phillip,5
murray,5
jeffery,5
dunlap,5
inc skills cold,5
inc skills cold reading,5
wendy,5
harper,5
fl objective location,5
fl objective location manager,5
alexandra,5
west john,5
or objective storyboard,5
or objective storyboard artist,5
fuller,5
rhonda,5
drake,5
griffin,5
michaeltaylor,5
oh objective script,5
oh objective script supervisor,5
meyer,5
sons oversaw,5
and sons oversaw,5
sons oversaw rehearsals,5
and sons oversaw rehearsals,5
sons oversaw rehearsals coverage,5
lake michael,5
christophermouth,5
sc objective ad,5
sc objective ad maintaining,5
traci,5
diaz,5
april,5
ny objective screenwriter,5
ny objective screenwriter delivering,5
nm objective colorist,5
nm objective colorist shaping,5
castillo,5
ellis,5
melanie,5
erickson,5
me objective collaborative,5
me objective collaborative director,5
tara,5
director tasks,5
director expertise,5
director tasks to,5
director expertise with,5
director tasks to a,5
director expertise with portfolio,5
assistant director,5
unit,5
unit production,5
production manager,5
unit production manager,5
x427,4
vargas,4
wade,4
ct objective sound,4
ct objective sound designer,4
ne objective camera,4
ne objective camera operator,4
sheila,4
nc objective screenwriter,4
nc objective screenwriter delivering,4
fully-configurable,4
lucas,4
in fully-configurable,4
role in fully-configurable,4
brady,4
mendez,4
santos,4
wy objective location,4
wy objective location manager,4
lloyd,4
markview,4
franklin,4
mi objective costume,4
mi objective costume designer,4
ri objective camera,4
ri objective camera operator,4
vance,4
llc oversaw,4
skills post,4
llc oversaw rehearsals,4
deliverables skills post,4
skills post supervision,4
llc oversaw rehearsals coverage,4
final deliverables skills post,4
deliverables skills post supervision,4
skills post supervision scheduling,4
nm objective grip,4
nm objective grip executing,4
ga objective resourceful,4
ga objective resourceful producer,4
me objective resourceful,4
me objective resourceful producer,4
